Geneid	Brain	Duodenum	Hatchling_Brain	Hatchling_Carapace	Hatchling_Kidney	Kidney	Liver	Lung	merged	Sciatic_Nerve	Skeletal_Muscle	Spinal_Cord	Testis
G1	0	0	0	0	0	0	2	0	8	0	1	0	5
G2	15	13	17	21	3	19	40	31	231	0	19	12	41
G3	0	0	0	0	0	0	0	0	0	0	0	0	0
G4	0	0	0	0	0	2	0	3	13	0	0	3	5
G5	0	0	0	0	0	0	0	0	0	0	0	0	0
G6	0	0	0	0	0	0	0	0	0	0	0	0	0
G7	4	0	7	10	1	8	6	8	59	0	7	6	2
G8	8	0	1	1	0	8	4	3	30	0	1	4	0
G9	1	0	0	0	0	0	0	0	1	0	0	0	0
G10	3	1	2	18	0	1	1	2	35	0	0	1	6
G11	0	0	0	0	0	0	0	0	0	0	0	0	0
G12	7	2	17	1	1	8	14	3	63	0	1	4	5
G13	0	0	3	2	0	1	0	1	9	0	1	1	0
G14	0	0	0	0	0	0	0	0	2	0	0	0	2
G15	0	0	1	0	0	0	0	0	1	0	0	0	0
G16	0	0	1	3	0	0	0	0	4	0	0	0	0
G17	3	0	0	1	0	5	2	1	16	0	2	1	1
G18	0	0	1	1	0	0	1	0	7	0	0	1	3
G19	0	0	0	0	0	0	0	0	0	0	0	0	0
G20	0	0	0	20	0	0	5	0	27	0	0	1	1
G21	0	0	0	0	0	17	0	0	26	0	0	0	9
G22	0	0	0	0	0	0	0	0	0	0	0	0	0
G23	2	0	0	0	0	1	1	2	25	0	0	19	0
G24	0	0	0	0	0	0	0	0	0	0	0	0	0
G25	0	0	0	0	0	0	0	0	0	0	0	0	0
G26	0	0	0	0	0	0	0	0	0	0	0	0	0
G27	0	0	0	0	0	3	1	1	5	0	0	0	0
G28	2	0	0	0	0	4	3	1	20	0	0	1	9
G29	0	0	0	0	0	0	0	0	0	0	0	0	0
G30	0	4	0	0	0	0	2	3	9	0	0	0	0
G31	0	0	0	0	0	0	1	0	1	0	0	0	0
G32	0	0	0	0	0	0	0	0	0	0	0	0	0
G33	0	0	0	1	0	0	0	1	2	0	0	0	0
G34	0	0	0	0	0	0	0	0	0	0	0	0	0
G35	0	0	0	0	0	0	0	0	0	0	0	0	0
G36	12	8	0	4	0	47	25	37	167	2	9	7	16
G37	0	0	0	0	0	0	0	0	0	0	0	0	0
G38	0	0	0	0	0	0	0	0	0	0	0	0	0
G39	0	0	0	0	0	0	0	0	1	0	0	0	1
G40	0	0	1	0	0	0	0	77	78	0	0	0	0
G41	0	0	0	0	0	0	0	0	0	0	0	0	0
G42	0	0	0	0	0	0	0	0	0	0	0	0	0
G43	0	0	0	2	0	4	5	1	14	0	1	1	0
G44	0	0	2	2	0	1	0	0	6	0	0	1	0
G45	0	0	0	25	0	0	0	0	26	0	0	0	1
G46	0	0	0	0	0	0	0	0	0	0	0	0	0
G47	0	0	0	0	0	0	0	0	0	0	0	0	0
G48	0	0	0	0	0	0	0	0	0	0	0	0	0
G49	0	0	0	0	0	0	0	0	0	0	0	0	0
G50	0	0	0	0	0	0	0	0	0	0	0	0	0
G51	0	0	0	0	0	3	0	0	3	0	0	0	0
G52	0	0	0	4	1	2	0	0	10	0	3	0	0
G53	1	0	5	0	0	0	0	0	7	0	0	1	0
G54	5	0	1	1	0	1	1	0	16	0	0	6	1
G55	6	0	11	2	0	2	0	0	24	0	0	1	2
G56	0	0	0	0	0	0	0	0	0	0	0	0	0
G57	0	0	0	0	0	0	0	0	1	0	0	0	1
G58	50	13	18	57	0	12	9	17	208	0	11	16	5
G59	24	4	21	17	1	23	17	15	206	0	23	29	32
G60	0	0	0	0	0	0	3	0	3	0	0	0	0
G61	4	1	14	11	0	6	7	2	62	0	2	12	3
G62	7	4	10	5	0	5	7	6	76	0	11	15	6
G63	4	0	0	16	0	0	1	1	25	0	1	1	1
G64	0	0	0	0	0	5	0	0	5	0	0	0	0
G65	1	0	0	0	0	0	0	0	1	0	0	0	0
G66	0	0	0	1	0	63	0	0	66	0	1	0	1
G67	0	0	1	0	0	0	4	0	6	0	1	0	0
G68	8	1	12	43	0	2	14	2	115	0	0	8	25
G69	34	0	15	65	1	38	22	14	256	0	3	35	29
G70	0	0	0	0	0	0	0	0	0	0	0	0	0
G71	4	0	1	1	0	7	9	2	25	0	0	1	0
G72	0	1	0	0	0	5	0	0	6	0	0	0	0
G73	0	0	0	0	0	0	0	0	0	0	0	0	0
G74	0	0	0	0	0	0	0	0	0	0	0	0	0
G75	0	0	0	0	0	0	0	0	0	0	0	0	0
G76	0	0	0	0	0	0	0	0	0	0	0	0	0
G77	0	0	0	0	0	0	0	0	0	0	0	0	0
G78	0	0	0	0	0	0	0	0	0	0	0	0	0
G79	0	0	0	0	0	0	0	0	0	0	0	0	0
G80	0	0	0	0	0	0	0	0	0	0	0	0	0
G81	0	0	0	0	0	0	0	0	0	0	0	0	0
G82	0	0	0	0	0	0	0	0	0	0	0	0	0
G83	0	0	0	0	0	0	0	0	0	0	0	0	0
G84	0	0	0	0	0	0	0	0	1	0	0	1	0
G85	0	0	0	0	0	1	0	0	1	0	0	0	0
G86	1	0	0	0	0	0	0	0	1	0	0	0	0
G87	0	0	0	0	0	3	0	0	11	0	0	0	8
G88	1	0	4	0	0	0	0	0	7	0	0	2	0
G89	0	0	0	0	0	3	0	0	4	0	0	1	0
G90	0	0	0	0	0	0	0	0	0	0	0	0	0
G91	0	0	0	0	0	1	0	0	1	0	0	0	0
G92	0	0	0	0	0	0	0	0	0	0	0	0	0
G93	0	3	0	0	0	1	0	0	7	0	0	2	1
G94	0	0	0	0	0	0	0	0	0	0	0	0	0
G95	0	0	0	0	0	0	35	0	35	0	0	0	0
G96	0	27	0	0	0	0	1	0	28	0	0	0	0
G97	0	7	0	0	0	0	1	0	8	0	0	0	0
G98	14	4	2	2	0	13	6	22	177	1	5	79	29
G99	3	2	0	0	0	27	2	5	236	0	2	13	182
G100	1	0	0	0	0	0	0	0	1	0	0	0	0
G101	0	0	0	0	0	0	1	0	1	0	0	0	0
G102	17	0	14	22	2	21	19	8	161	0	2	27	29
G103	0	0	2	20	0	0	0	0	26	0	0	0	4
G104	11	1	7	3	0	7	3	3	44	0	2	3	4
G105	299	20	611	550	31	280	178	212	3714	0	288	262	983
G106	0	0	0	0	0	0	0	0	0	0	0	0	0
G107	0	0	0	0	0	0	0	0	0	0	0	0	0
G108	0	0	0	0	0	0	0	0	0	0	0	0	0
G109	0	0	0	0	0	0	0	0	0	0	0	0	0
G110	3	1	1	3	0	2	0	1	18	0	0	7	0
G111	0	0	0	192	0	0	0	0	193	0	1	0	0
G112	13	0	5	21	0	5	8	1	59	0	0	5	1
G113	0	0	0	1	0	0	0	0	1	0	0	0	0
G114	0	0	0	0	0	0	0	0	0	0	0	0	0
G115	0	0	0	1	0	0	0	0	1	0	0	0	0
G116	0	0	0	0	0	0	0	0	0	0	0	0	0
G117	8	1	1	15	0	19	1	3	105	0	5	11	41
G118	3	0	0	0	0	1	2	0	8	0	0	2	0
G119	0	0	0	0	0	0	0	0	12	0	0	0	12
G120	0	0	0	0	0	0	0	0	8	0	0	0	8
G121	0	0	0	0	0	0	0	0	0	0	0	0	0
G122	0	0	0	0	0	0	0	0	0	0	0	0	0
G123	0	0	0	0	0	0	0	0	0	0	0	0	0
G124	0	0	0	0	0	0	0	0	0	0	0	0	0
G125	0	0	0	0	0	0	0	0	0	0	0	0	0
G126	0	0	0	0	0	0	0	0	0	0	0	0	0
G127	0	0	0	0	0	0	0	0	0	0	0	0	0
G128	11	0	5	2	0	17	1	13	87	0	7	5	26
G129	1	0	2	6	0	7	0	2	25	0	1	0	6
G130	1	0	0	0	0	0	0	0	1	0	0	0	0
G131	9	3	4	4	0	11	15	3	58	0	4	4	1
G132	0	0	1	0	0	1	0	0	5	0	0	1	2
G133	4	0	4	16	0	6	0	1	66	0	2	2	31
G134	0	0	0	1	0	0	0	0	1	0	0	0	0
G135	153	6	147	6	9	29	4	14	494	0	7	110	9
G136	4	1	13	5	0	4	7	1	48	0	4	4	5
G137	10	2	30	17	1	5	1	11	104	0	2	18	7
G138	0	0	0	0	0	0	0	0	0	0	0	0	0
G139	29	11	37	55	6	20	16	15	399	0	155	33	22
G140	20	1	19	56	0	11	17	3	160	0	1	10	22
G141	10	1	17	8	1	8	6	3	74	0	2	11	7
G142	15	1	16	2	0	0	1	1	289	0	1	9	243
G143	11	8	33	43	0	16	0	14	233	0	6	10	92
G144	0	0	0	0	0	1	0	0	3	0	0	0	2
G145	0	0	0	0	0	0	0	0	1	0	0	0	1
G146	0	0	0	0	0	0	0	0	0	0	0	0	0
G147	0	1	0	2	0	0	0	0	3	0	0	0	0
G148	1	0	4	1	0	0	0	0	9	0	0	1	2
G149	12	4	9	24	0	23	15	9	297	0	8	38	155
G150	60	4	51	60	0	66	26	27	586	0	28	61	203
G151	0	0	0	0	0	0	0	0	0	0	0	0	0
G152	1	0	0	0	0	1	0	3	7	0	0	1	1
G153	17	6	6	18	5	27	6	25	191	1	5	21	54
G154	225	65	195	68	8	162	53	54	1224	1	122	203	68
G155	3	3	11	8	2	9	4	8	72	0	2	10	12
G156	6	0	3	8	0	3	4	1	41	0	5	7	4
G157	0	0	0	48	0	4	0	0	52	0	0	0	0
G158	8	17	14	208	6	18	3	76	380	1	16	4	9
G159	0	0	0	0	0	0	0	0	12	0	0	0	12
G160	2	2	0	0	1	7	1	3	22	0	0	1	5
G161	2	0	0	0	0	3	1	1	10	0	1	1	1
G162	0	0	0	0	0	0	0	0	0	0	0	0	0
G163	0	0	0	0	0	0	0	0	1	0	0	0	1
G164	0	1	0	0	0	0	0	0	1	0	0	0	0
G165	0	0	0	0	0	0	0	0	0	0	0	0	0
G166	0	0	0	0	0	0	0	0	1	0	0	0	1
G167	24	7	87	33	1	18	7	3	246	0	3	29	34
G168	1	0	0	0	0	0	0	0	2	0	0	1	0
G169	1	0	4	0	0	1	0	0	7	0	0	0	1
G170	65	11	82	52	1	41	5	25	504	0	9	71	142
G171	75	96	44	159	1	110	50	36	1318	6	624	56	61
G172	0	0	0	0	0	0	0	0	0	0	0	0	0
G173	6	0	10	12	1	0	1	0	35	0	0	4	1
G174	0	0	0	0	0	0	0	0	2	0	2	0	0
G175	0	0	0	0	0	0	0	0	1	0	0	0	1
G176	46	5	23	12	4	23	3	34	212	2	30	11	19
G177	15	9	14	27	2	11	14	9	149	0	22	15	11
G178	0	0	0	0	0	0	0	0	0	0	0	0	0
G179	0	0	0	0	0	0	0	0	0	0	0	0	0
G180	0	1	1	3	0	0	0	2	8	0	0	1	0
G181	2	1	1	4	0	1	0	1	10	0	0	0	0
G182	3	1	2	0	1	0	0	0	9	0	0	2	0
G183	0	2	0	0	0	0	0	0	2	0	0	0	0
G184	0	1	0	0	0	1	0	0	2	0	0	0	0
G185	29	29	38	59	6	39	18	20	370	0	75	20	37
G186	1	5	0	1	0	3	1	2	18	0	5	0	0
G187	40	1	143	68	0	13	5	13	430	0	21	39	87
G188	0	0	0	0	0	0	0	0	0	0	0	0	0
G189	0	2	0	3	0	3	0	0	20	0	9	2	1
G190	0	0	0	0	0	1	0	0	6	0	5	0	0
G191	3	1	4	1	0	0	0	2	23	0	4	2	6
G192	0	0	2	0	0	0	0	0	2	0	0	0	0
G193	0	0	0	0	0	0	0	0	1	0	0	0	1
G194	14	1	12	34	0	15	0	13	116	0	4	19	4
G195	0	0	0	0	0	1	0	0	1	0	0	0	0
G196	0	0	0	0	0	0	1033	0	1037	0	0	0	4
G197	8	8	6	6	1	9	11	11	86	0	9	6	11
G198	114	79	32	73	0	72	123	27	817	4	252	19	22
G199	64	36	39	14	2	71	55	51	440	4	28	58	18
G200	5	1	3	31	2	13	1	15	73	0	0	2	0
G201	0	0	0	0	0	0	0	0	0	0	0	0	0
G202	0	0	0	0	0	0	0	0	0	0	0	0	0
G203	0	0	0	0	0	1	0	0	1	0	0	0	0
G204	0	0	0	0	0	0	0	0	0	0	0	0	0
G205	0	0	0	0	0	0	0	0	0	0	0	0	0
G206	64	20	92	14	0	28	9	29	410	4	104	26	20
G207	0	0	0	0	0	0	0	0	1	0	0	0	1
G208	1	0	1	0	0	0	0	0	2	0	0	0	0
G209	0	0	0	0	0	0	0	0	1	0	1	0	0
G210	0	0	1	0	0	0	0	0	2	0	0	0	1
G211	5	4	13	24	4	5	11	14	98	0	6	4	8
G212	4	0	5	17	1	4	6	4	47	0	1	1	4
G213	30	20	30	30	7	23	29	21	301	0	32	12	67
G214	21	8	40	52	9	34	32	24	307	0	18	41	28
G215	23	15	19	26	0	13	5	7	256	0	37	21	90
G216	24	22	8	18	0	29	23	10	198	1	33	14	16
G217	33	24	58	27	1	30	26	18	285	1	28	21	18
G218	3	2	1	14	0	5	1	6	44	0	8	2	2
G219	0	0	0	1	0	1	3	2	11	0	2	1	1
G220	26	2	15	6	0	14	7	17	120	0	7	21	5
G221	1	0	4	0	0	3	0	2	36	0	3	0	23
G222	0	0	0	0	0	0	0	0	0	0	0	0	0
G223	1	0	0	0	0	0	0	1	2	0	0	0	0
G224	48	32	35	24	7	30	27	12	543	3	187	44	94
G225	0	0	0	0	0	2	1	0	5	0	1	0	1
G226	0	0	0	0	0	0	0	0	4	0	1	2	1
G227	0	0	2	4	1	1	0	2	18	0	0	2	6
G228	0	1	0	0	0	0	0	0	1	0	0	0	0
G229	87	55	31	58	3	169	23	20	788	2	105	62	173
G230	24	13	16	19	6	17	27	9	177	2	9	14	21
G231	0	0	0	2	0	0	0	0	2	0	0	0	0
G232	12	12	15	31	0	32	19	9	236	3	59	20	24
G233	36	6	56	25	3	22	4	13	211	2	12	22	10
G234	10	0	7	3	0	8	5	11	64	0	0	14	6
G235	0	0	0	0	0	0	0	0	0	0	0	0	0
G236	1	0	0	0	0	3	0	0	5	0	1	0	0
G237	0	0	0	1	0	0	0	0	3	0	1	0	1
G238	30	27	9	14	1	17	4	20	326	1	88	23	92
G239	9	1	8	1	1	6	0	3	55	0	8	6	12
G240	40	8	18	35	4	29	4	35	248	0	15	33	27
G241	31	0	15	0	1	7	0	2	96	0	1	27	12
G242	0	0	0	0	0	0	1	5	8	0	1	1	0
G243	16	5	10	8	0	10	2	8	89	0	5	9	16
G244	4	0	19	1	0	1	0	1	42	2	0	8	6
G245	35	0	118	0	2	21	0	0	214	0	0	37	1
G246	0	0	0	0	0	0	0	0	0	0	0	0	0
G247	0	0	0	0	0	0	0	0	0	0	0	0	0
G248	1	0	0	0	0	1	0	2	10	0	0	0	6
G249	0	0	0	0	0	0	0	0	0	0	0	0	0
G250	15	0	15	41	0	8	0	23	253	0	4	31	116
G251	0	0	2	0	0	0	0	0	2	0	0	0	0
G252	6	1	6	1	0	0	0	2	21	0	0	3	2
G253	0	0	0	0	0	0	0	0	0	0	0	0	0
G254	0	0	0	0	0	0	0	0	0	0	0	0	0
G255	0	0	0	0	0	0	0	0	0	0	0	0	0
G256	0	0	0	0	0	0	0	0	0	0	0	0	0
G257	2	0	3	0	0	0	0	0	8	0	0	0	3
G258	20	0	23	0	0	1	0	0	68	0	0	9	15
G259	8	0	20	6	0	5	2	1	81	0	32	5	2
G260	1	0	0	0	0	0	0	0	1	0	0	0	0
G261	1	0	5	6	0	0	4	1	26	0	1	0	8
G262	0	0	0	0	0	0	1	0	1	0	0	0	0
G263	0	0	0	0	0	0	0	0	0	0	0	0	0
G264	8	7	5	6	1	5	2	8	71	0	10	17	2
G265	11	4	0	22	0	3	57	0	105	0	5	2	1
G266	0	0	0	0	0	0	3	0	3	0	0	0	0
G267	0	0	0	0	0	0	0	0	1	0	0	0	1
G268	1	0	0	0	0	0	0	0	2	0	0	1	0
G269	0	0	0	0	0	0	0	0	1	0	0	0	1
G270	44	14	159	66	6	20	4	22	437	13	15	42	32
G271	0	0	0	0	0	0	0	0	0	0	0	0	0
G272	1	0	0	0	0	0	0	0	1	0	0	0	0
G273	0	0	0	2	0	1	0	0	4	0	0	0	1
G274	16	0	17	4	0	6	0	7	94	0	1	15	28
G275	0	0	0	0	0	0	0	0	0	0	0	0	0
G276	0	0	0	1	0	1	0	0	3	0	0	1	0
G277	7	0	25	7	1	2	0	4	91	0	12	6	27
G278	4	10	0	2	0	5	4	8	59	0	25	1	0
G279	0	0	0	0	0	0	0	0	1	0	0	0	1
G280	0	2	0	0	0	1	0	0	4	0	0	1	0
G281	6	9	2	8	2	7	4	8	61	0	2	10	3
G282	0	0	0	0	0	0	0	0	0	0	0	0	0
G283	20	8	25	31	7	21	10	27	198	2	11	17	19
G284	5	6	4	7	0	4	7	20	61	1	1	4	2
G285	0	0	0	0	0	0	0	0	0	0	0	0	0
G286	21	0	23	6	1	13	1	6	89	0	0	15	3
G287	2	11	31	55	2	6	2	59	214	3	5	9	29
G288	0	2	3	7	3	5	1	3	33	0	3	4	2
G289	1	0	6	0	0	1	0	1	38	0	0	5	24
G290	0	0	0	0	0	2	0	0	10	0	1	5	2
G291	11	2	7	6	2	12	4	4	77	1	8	6	14
G292	44	7	81	46	9	54	8	7	378	1	32	61	28
G293	12	9	5	19	0	10	13	7	117	3	14	5	20
G294	5	2	1	6	2	5	9	3	67	0	24	3	7
G295	87	30	48	48	3	100	72	28	716	2	175	56	67
G296	1	0	0	3	0	2	10	0	24	0	0	2	6
G297	51	3	41	10	0	7	11	17	177	2	9	10	16
G298	0	0	0	0	0	0	0	0	0	0	0	0	0
G299	0	0	0	0	0	0	1	0	1	0	0	0	0
G300	11	5	5	2	1	5	4	4	77	0	4	4	32
G301	0	0	0	0	0	2	0	10	155	0	0	0	143
G302	0	0	0	0	0	0	0	0	0	0	0	0	0
G303	52	0	105	0	0	15	0	0	224	0	0	48	4
G304	0	1	0	0	0	0	4	1	6	0	0	0	0
G305	0	0	0	1	0	1	0	0	5	0	3	0	0
G306	3	0	2	5	0	0	0	0	14	0	1	2	1
G307	80	61	41	34	8	76	31	74	540	5	57	47	26
G308	48	0	23	4	0	4	0	3	123	0	10	24	7
G309	21	21	14	21	5	30	14	27	225	2	24	21	25
G310	19	7	61	27	2	25	6	13	219	1	12	19	27
G311	0	0	0	0	0	0	0	1	3	0	0	1	1
G312	4	11	12	10	2	5	7	16	85	1	0	8	9
G313	0	0	0	0	0	0	0	0	1	0	0	1	0
G314	13	13	0	0	0	25	26	26	239	0	114	14	8
G315	0	0	0	3	0	0	0	2	138	0	20	0	113
G316	17	38	129	157	23	40	25	74	727	8	73	42	101
G317	0	0	0	0	0	0	0	0	0	0	0	0	0
G318	0	0	2	0	0	0	0	1	3	0	0	0	0
G319	4	11	2	10	1	4	5	21	76	0	6	7	5
G320	0	0	5	0	0	0	0	0	6	0	0	0	1
G321	0	0	1	0	0	0	0	0	1	0	0	0	0
G322	43	23	22	56	9	68	8	69	621	9	55	52	207
G323	47	10	24	18	1	39	17	35	339	0	59	38	51
G324	1	3	1	1	0	0	0	0	8	0	1	0	1
G325	5	0	25	0	0	1	0	0	34	0	0	3	0
G326	1	5	2	3	0	0	1	1	16	0	0	3	0
G327	19	31	17	31	7	117	30	26	555	2	35	29	211
G328	0	0	0	0	0	0	0	0	2	0	0	0	2
G329	14	9	29	23	0	19	0	11	132	0	9	15	3
G330	0	9	0	0	0	26	0	0	37	0	0	0	2
G331	83	32	91	108	10	88	40	48	829	0	130	74	125
G332	8	1	5	49	25	94	6	5	297	3	10	14	77
G333	2	5	1	2	0	1	1	2	14	0	0	0	0
G334	0	0	0	0	0	0	0	0	0	0	0	0	0
G335	1	0	0	0	0	0	1	0	2	0	0	0	0
G336	0	0	0	0	0	0	0	0	0	0	0	0	0
G337	3	5	5	2	0	3	3	4	31	0	2	0	4
G338	1	1	6	5	0	2	5	0	26	0	0	3	3
G339	2	5	1	15	1	5	5	96	150	0	9	3	8
G340	0	0	0	0	0	1	0	0	5	0	1	0	3
G341	15	0	4	3	0	2	3	2	30	0	0	0	1
G342	0	0	0	0	0	0	0	0	1	0	1	0	0
G343	13	5	25	3	0	1	0	5	62	1	1	3	5
G344	0	0	0	0	0	0	1	0	8	0	0	0	7
G345	6	3	8	6	1	1	3	7	70	0	14	4	17
G346	0	0	0	0	0	1	0	0	3	0	2	0	0
G347	439	44	101	17	8	99	40	12	1025	0	50	199	16
G348	1	0	1	1	0	0	0	0	3	0	0	0	0
G349	0	0	0	0	1	0	5	0	7	0	0	0	1
G350	5	5	2	49	1	7	16	25	135	4	6	4	11
G351	0	0	0	2	0	0	0	0	2	0	0	0	0
G352	2	3	3	3	0	5	2	2	31	0	1	4	6
G353	99	38	49	48	4	91	24	55	1004	2	370	131	93
G354	4	2	1	0	0	3	0	0	17	0	2	1	4
G355	8	1	5	2	0	1	0	0	30	0	4	0	9
G356	9	3	3	5	1	9	6	5	58	0	6	3	8
G357	3	0	5	3	1	5	1	4	26	0	0	3	1
G358	0	0	0	0	0	0	0	0	0	0	0	0	0
G359	0	0	0	0	0	0	0	0	1	0	0	1	0
G360	1	3	9	10	1	2	4	2	40	3	0	4	1
G361	0	0	1	0	0	0	1	0	2	0	0	0	0
G362	0	0	0	0	0	0	0	0	0	0	0	0	0
G363	0	0	0	0	0	0	0	0	0	0	0	0	0
G364	6	16	8	6	4	2	5	14	88	1	4	15	7
G365	7	15	11	29	3	10	9	34	169	2	25	10	14
G366	0	0	0	0	0	0	0	0	0	0	0	0	0
G367	0	0	0	0	0	1	0	0	2	0	0	0	1
G368	0	0	0	0	0	1	0	0	1	0	0	0	0
G369	0	0	0	0	0	0	0	0	0	0	0	0	0
G370	28	0	47	2	0	0	0	1	89	0	0	11	0
G371	3	0	9	0	0	0	0	0	16	0	0	4	0
G372	0	0	0	0	0	0	0	0	0	0	0	0	0
G373	0	0	0	0	0	0	0	0	1	0	0	0	1
G374	0	0	0	0	0	11	2	0	15	0	0	0	2
G375	0	0	0	0	0	3	1	0	4	0	0	0	0
G376	0	0	0	0	0	2	0	0	4	0	2	0	0
G377	18	13	16	16	2	7	13	22	140	7	8	9	9
G378	6	8	62	50	0	12	1	10	195	0	12	9	25
G379	4	2	4	2	0	8	4	3	58	0	4	8	19
G380	2	8	1	3	0	4	7	1	33	1	1	1	4
G381	0	0	0	0	0	1	0	0	2	0	0	1	0
G382	0	0	0	0	0	1	0	0	1	0	0	0	0
G383	0	0	0	0	0	0	1	0	2	0	1	0	0
G384	0	0	0	0	0	1	0	0	1	0	0	0	0
G385	57	12	213	216	18	50	17	21	867	0	16	67	180
G386	0	0	1	1	0	0	0	0	2	0	0	0	0
G387	0	0	0	0	0	0	0	0	1	0	0	0	1
G388	0	0	0	0	0	0	1	0	1	0	0	0	0
G389	0	0	0	0	0	0	0	0	0	0	0	0	0
G390	0	0	0	0	0	0	0	0	1	0	0	0	1
G391	0	0	0	0	0	0	3	0	3	0	0	0	0
G392	1	0	0	0	0	0	0	0	1	0	0	0	0
G393	0	0	0	0	0	0	0	0	0	0	0	0	0
G394	2	1	0	5	0	3	52	4	98	0	9	1	21
G395	4	0	0	0	0	2	1	1	15	0	7	0	0
G396	96	0	93	0	0	0	0	0	337	0	0	145	3
G397	2	0	3	1	0	1	0	0	174	0	0	2	165
G398	0	0	1	0	0	0	0	0	1	0	0	0	0
G399	6	1	3	3	0	0	0	2	45	0	0	0	30
G400	7	0	22	1	0	0	0	0	55	0	0	8	17
G401	1	0	1	0	0	0	0	0	2	0	0	0	0
G402	17	15	9	16	2	3	10	18	130	2	8	12	18
G403	11	10	13	15	4	11	8	11	182	2	22	28	47
G404	3	9	1	5	0	4	7	9	44	0	1	3	2
G405	2	0	1	0	0	0	0	0	10	0	0	7	0
G406	6	7	12	19	0	8	3	11	101	2	5	13	15
G407	31	27	34	31	0	32	13	16	286	0	5	49	48
G408	12	31	22	51	5	49	32	27	290	1	8	18	34
G409	0	0	0	0	0	0	1	0	1	0	0	0	0
G410	0	0	0	0	0	0	0	0	0	0	0	0	0
G411	7	11	5	6	5	4	4	12	78	0	3	5	16
G412	0	0	1	0	0	0	0	0	1	0	0	0	0
G413	6	0	9	0	0	0	0	0	19	0	0	2	2
G414	0	0	0	0	0	0	1	0	1	0	0	0	0
G415	0	0	0	0	0	1	1	1	3	0	0	0	0
G416	0	0	0	0	0	0	0	0	0	0	0	0	0
G417	3	0	0	0	0	2	0	0	7	0	0	1	1
G418	4	9	18	9	0	4	2	19	91	1	3	4	18
G419	0	0	0	0	0	1	0	0	1	0	0	0	0
G420	11	0	117	14	0	0	0	0	249	0	0	16	91
G421	0	0	0	0	0	0	0	0	0	0	0	0	0
G422	0	0	0	0	0	0	0	0	1	0	0	0	1
G423	5	1	3	2	0	5	1	2	31	0	3	8	1
G424	0	0	0	0	0	2	0	0	2	0	0	0	0
G425	0	0	0	0	0	0	0	0	0	0	0	0	0
G426	0	0	0	0	0	0	0	0	0	0	0	0	0
G427	0	0	0	1	0	0	0	0	1	0	0	0	0
G428	2	9	2	4	0	4	3	1	37	1	5	2	4
G429	0	0	3	8	0	1	0	1	126	0	108	2	3
G430	0	0	0	0	0	0	0	0	0	0	0	0	0
G431	10	8	7	4	0	14	3	5	104	0	36	12	5
G432	8	0	3	0	0	11	0	4	34	0	3	0	5
G433	8	2	1	9	0	20	4	17	79	0	2	5	11
G434	0	0	0	0	0	0	0	0	20	0	0	0	20
G435	0	10	0	0	0	18	0	0	38	0	0	0	10
G436	0	0	0	0	0	0	0	0	0	0	0	0	0
G437	17	4	6	1	0	2	2	6	44	0	2	3	1
G438	0	0	0	0	0	0	0	0	0	0	0	0	0
G439	0	0	0	0	0	0	0	0	0	0	0	0	0
G440	5	0	5	0	0	0	0	0	10	0	0	0	0
G441	8	5	4	7	1	4	21	5	72	0	1	11	5
G442	59	0	31	24	0	7	0	3	168	0	0	37	7
G443	21	16	23	9	1	12	7	19	163	0	6	13	36
G444	6	0	1	1	0	1	0	1	24	0	0	0	14
G445	3	0	0	2	0	4	3	35	53	1	2	1	2
G446	68	49	171	223	13	94	19	61	1112	6	101	92	215
G447	7	11	12	28	2	13	10	8	143	0	40	5	7
G448	22	0	19	0	0	5	0	0	49	0	0	3	0
G449	0	0	0	0	0	0	0	0	0	0	0	0	0
G450	8	0	6	0	1	1	0	0	19	0	0	3	0
G451	0	0	0	0	0	0	0	0	0	0	0	0	0
G452	0	0	0	0	0	0	0	0	1	0	0	0	1
G453	0	0	0	0	0	0	0	0	0	0	0	0	0
G454	1	0	0	0	0	0	1	0	4	0	0	0	2
G455	14	2	10	5	3	4	6	4	64	0	3	7	6
G456	0	0	0	0	0	1	0	0	3	1	1	0	0
G457	1	0	2	7	0	1	0	1	14	0	1	0	1
G458	0	0	0	0	0	1	0	0	1	0	0	0	0
G459	5	0	16	1	0	0	0	2	36	0	1	2	9
G460	0	0	0	0	0	0	1	0	1	0	0	0	0
G461	0	19	0	0	0	3	0	3	27	0	0	0	2
G462	0	0	0	0	0	0	0	0	0	0	0	0	0
G463	0	5	0	0	0	0	0	0	6	0	0	1	0
G464	3	1	3	0	0	0	0	0	67	0	0	2	58
G465	0	0	2	0	0	0	1	0	3	0	0	0	0
G466	7	1	13	6	1	2	0	2	54	0	11	7	4
G467	0	0	0	0	0	0	0	0	0	0	0	0	0
G468	0	0	0	0	0	0	0	0	0	0	0	0	0
G469	0	0	0	0	0	0	0	0	1	0	1	0	0
G470	80	139	68	55	2	140	25	62	1117	22	294	98	132
G471	2	6	2	38	2	19	29	12	138	1	10	4	13
G472	71	25	83	281	6	216	2	408	1661	11	164	234	160
G473	0	0	0	0	0	0	0	1	2	0	1	0	0
G474	48	40	29	21	5	61	18	56	414	1	21	67	47
G475	1	3	0	0	0	4	1	0	11	0	0	0	2
G476	0	0	0	0	0	0	0	0	0	0	0	0	0
G477	4	0	5	0	0	1	0	0	13	0	1	2	0
G478	0	0	0	0	0	0	0	1	4	0	1	0	2
G479	0	0	0	0	0	0	0	0	0	0	0	0	0
