Geneid	Brain	Duodenum	Hatchling_Brain	Hatchling_Carapace	Hatchling_Kidney	Kidney	Liver	Lung	merged	Sciatic_Nerve	Skeletal_Muscle	Spinal_Cord	Testis
G31403	0	0	1	0	0	0	0	0	1	0	0	0	0
G31404	0	0	0	1	0	0	3	0	8	0	0	1	3
G31405	9	0	5	0	0	0	0	0	24	0	0	10	0
G31406	3	0	17	0	0	0	0	0	21	0	0	1	0
G31407	3	0	1	4	1	5	0	2	18	0	1	0	1
G31408	8	2	0	7	0	6	12	4	51	0	3	0	9
G31409	3	0	1	0	0	0	1	0	6	0	1	0	0
G31410	0	0	2	0	0	0	0	0	2	0	0	0	0
G31411	0	0	1	0	0	0	0	0	1	0	0	0	0
G31412	21	0	25	0	0	0	0	0	60	0	0	14	0
G31413	0	0	1	0	0	0	0	0	1	0	0	0	0
G31414	0	0	1	7	0	0	0	0	9	0	0	0	1
G31415	0	0	3	5	0	1	0	0	10	0	0	0	1
G31416	14	2	15	4	0	22	5	8	115	0	13	19	13
G31417	47	14	34	54	1	25	18	36	539	1	15	27	267
G31418	4	0	9	2	0	0	2	0	25	0	1	1	6
G31419	7	0	15	8	0	4	1	1	55	0	1	15	3
G31420	64	40	72	111	1	83	88	33	853	0	296	30	35
G31421	33	17	38	47	15	26	31	31	322	4	26	37	17
G31422	0	0	0	25	0	0	0	1	29	0	1	2	0
G31423	18	6	26	22	1	10	3	10	136	1	19	17	3
G31424	91	0	146	17	0	19	5	6	386	0	6	69	27
G31425	0	0	0	0	0	0	0	0	0	0	0	0	0
G31426	0	0	0	5	0	2	0	1	10	0	0	1	1
G31427	3	0	0	27	0	1	7	0	41	0	1	1	1
G31428	1	12	0	18	0	14	15	7	88	0	12	2	7
G31429	9	15	2	5	0	14	1	5	87	0	9	21	6
G31430	3	1	6	24	0	8	9	0	68	0	0	5	12
G31431	29	30	21	54	2	31	51	26	315	1	23	19	28
G31432	126	0	219	44	0	26	6	0	521	0	0	86	14
G31433	0	0	2	1	0	1	3	0	9	0	0	2	0
G31434	2	0	0	5	0	1	7	0	17	0	0	1	1
G31435	0	0	0	0	0	0	0	0	0	0	0	0	0
G31436	2	4	2	7	1	10	16	1	58	0	7	3	5
G31437	65	19	25	16	1	43	25	12	371	1	58	41	65
G31438	1	3	0	1	0	7	13	6	33	0	0	0	2
G31439	0	0	1	0	0	0	0	0	1	0	0	0	0
G31440	235	1	508	3	0	14	1	7	946	0	0	162	15
G31441	0	0	0	0	0	0	0	0	0	0	0	0	0
G31442	18	19	7	19	1	45	42	14	361	1	156	17	22
G31443	3	0	5	13	0	2	0	0	31	0	1	2	5
G31444	0	0	0	0	0	0	0	0	1	0	0	0	1
G31445	14	6	32	19	1	3	2	5	106	0	0	18	6
G31446	3	0	0	0	0	1	0	5	12	0	0	2	1
G31447	5	2	2	87	3	18	7	17	197	0	16	30	10
G31448	0	0	0	0	0	0	0	0	0	0	0	0	0
G31449	17	10	21	67	1	30	12	9	237	0	18	18	34
G31450	19	9	18	2	4	14	10	11	125	1	5	18	14
G31451	13	11	31	45	10	37	49	23	256	0	12	19	6
G31452	1	0	1	0	0	0	0	0	3	0	1	0	0
G31453	0	0	1	0	0	0	1	0	5	0	1	1	1
G31454	35	19	16	19	1	23	14	12	446	0	222	34	51
G31455	8	7	15	7	1	12	0	4	96	0	9	19	14
G31456	23	15	11	32	4	46	18	39	263	0	7	38	30
G31457	49	24	70	35	3	34	11	17	491	1	75	60	112
G31458	25	1	18	14	1	21	7	8	142	0	9	25	13
G31459	0	0	1	0	0	0	0	0	1	0	0	0	0
G31460	1	0	0	11	0	0	0	0	13	0	0	0	1
G31461	37	1	44	403	0	14	3	2	961	0	395	49	13
G31462	7	1	1	5	0	7	1	5	56	0	7	8	14
G31463	0	0	0	0	0	0	0	1	2	0	0	1	0
G31464	68	10	137	169	7	48	15	53	726	0	17	82	120
G31465	7	0	7	0	1	3	2	0	25	0	0	1	4
G31466	0	0	1	0	0	0	0	0	2	0	0	0	1
G31467	41	18	14	13	1	35	9	26	237	1	11	33	35
G31468	1	0	0	18	1	2	0	4	43	0	1	2	14
G31469	0	0	0	0	0	0	0	0	2	0	1	0	1
G31470	0	0	0	0	0	0	0	0	2	0	2	0	0
G31471	141	79	167	147	13	142	36	144	1365	9	89	122	276
G31472	0	0	1	0	0	1	1	0	9	0	1	3	2
G31473	0	7	9	23	4	16	4	10	123	6	10	6	28
G31474	0	1	0	0	0	0	0	0	2	0	1	0	0
G31475	0	0	0	0	0	0	0	0	0	0	0	0	0
G31476	1	0	0	0	0	0	1	0	3	0	0	0	1
G31477	0	0	0	11	0	0	0	0	11	0	0	0	0
G31478	0	0	0	0	0	0	0	0	21	0	0	0	21
G31479	0	0	0	0	0	0	0	0	0	0	0	0	0
G31480	0	0	0	0	0	0	0	0	0	0	0	0	0
G31481	0	0	0	0	0	0	0	0	0	0	0	0	0
G31482	0	0	0	0	0	0	0	0	0	0	0	0	0
G31483	0	0	0	0	0	0	2	0	4	0	0	0	2
G31484	0	0	0	0	0	0	0	0	0	0	0	0	0
G31485	0	0	0	0	0	0	0	0	0	0	0	0	0
G31486	0	0	0	0	0	0	0	0	0	0	0	0	0
G31487	0	0	0	0	0	0	0	0	0	0	0	0	0
G31488	0	0	0	0	0	0	0	0	0	0	0	0	0
G31489	0	0	0	0	0	3	0	0	18	0	0	0	15
G31490	0	0	0	0	0	0	0	0	2	0	0	0	2
G31491	0	0	0	0	0	0	33	0	34	0	0	0	1
G31492	2	0	9	1	0	2	0	0	19	0	1	2	2
G31493	0	0	0	0	0	1	0	0	1	0	0	0	0
G31494	0	0	0	0	0	0	0	0	1	0	0	0	1
G31495	0	0	0	0	0	0	53	0	53	0	0	0	0
G31496	0	0	0	0	0	0	0	0	0	0	0	0	0
G31497	0	0	0	0	0	0	0	0	0	0	0	0	0
G31498	0	0	0	0	0	0	0	0	0	0	0	0	0
G31499	0	0	0	0	0	0	0	0	0	0	0	0	0
G31500	0	0	0	0	0	0	0	0	0	0	0	0	0
G31501	0	0	0	0	0	0	0	0	0	0	0	0	0
G31502	0	0	0	0	0	0	8	0	21	0	0	0	13
G31503	1	0	0	0	0	0	6	0	7	0	0	0	0
G31504	0	0	0	0	0	0	0	0	0	0	0	0	0
G31505	0	0	0	0	0	0	0	0	0	0	0	0	0
G31506	0	0	0	0	0	0	0	0	0	0	0	0	0
G31507	1	1	0	0	0	2	0	2	6	0	0	0	0
G31508	1	0	0	0	1	0	67	0	70	0	0	0	1
G31509	0	0	1	0	0	0	0	0	1	0	0	0	0
G31510	0	0	0	0	0	0	1	0	1	0	0	0	0
G31511	0	0	0	0	0	0	0	0	0	0	0	0	0
G31512	0	0	0	0	0	0	2	0	3	0	0	0	1
G31513	0	0	0	0	0	0	0	0	0	0	0	0	0
G31514	0	0	0	0	0	0	2	0	7	0	0	0	5
G31515	0	0	0	1	0	0	0	0	1	0	0	0	0
G31516	0	0	0	0	0	0	0	0	0	0	0	0	0
G31517	0	0	0	0	0	0	0	0	0	0	0	0	0
G31518	0	0	0	0	0	0	11	0	17	0	0	0	6
G31519	0	0	0	1	0	1	45	0	49	0	0	0	2
G31520	0	0	0	0	0	0	0	0	4	0	0	0	4
G31521	0	0	0	0	0	3	0	1	13	1	0	0	8
G31522	0	0	0	0	0	0	0	0	11	0	0	0	11
G31523	0	0	0	0	0	0	1	0	1	0	0	0	0
G31524	0	0	0	0	0	0	1	0	1	0	0	0	0
G31525	0	0	0	0	0	0	0	0	0	0	0	0	0
G31526	0	0	0	0	0	0	0	0	0	0	0	0	0
G31527	0	0	0	0	0	0	0	0	0	0	0	0	0
G31528	0	0	0	0	0	0	0	0	0	0	0	0	0
G31529	0	0	0	0	0	0	0	0	0	0	0	0	0
G31530	0	0	0	0	0	0	0	0	0	0	0	0	0
G31531	0	0	0	0	0	0	31	0	31	0	0	0	0
G31532	0	0	0	0	0	0	0	0	0	0	0	0	0
G31533	0	0	0	0	0	0	1	0	1	0	0	0	0
G31534	1	0	0	0	0	0	0	0	1	0	0	0	0
G31535	2	0	1	0	0	0	26	0	30	0	0	0	1
G31536	0	0	2	0	0	0	13	0	15	0	0	0	0
G31537	0	0	0	0	0	0	0	0	0	0	0	0	0
G31538	0	0	0	0	0	0	0	0	2	0	0	2	0
G31539	0	0	0	1	0	0	1	0	2	0	0	0	0
G31540	0	0	0	0	0	0	0	0	0	0	0	0	0
G31541	1	0	1	1	0	0	1	0	4	0	0	0	0
G31542	0	0	0	0	0	0	0	0	0	0	0	0	0
G31543	0	0	0	0	0	1	0	0	11	0	1	0	9
G31544	0	0	0	0	0	0	0	0	1	0	0	0	1
G31545	0	0	0	0	0	0	0	0	0	0	0	0	0
G31546	0	0	0	0	0	0	0	0	0	0	0	0	0
G31547	0	0	0	0	0	0	1	0	1	0	0	0	0
G31548	0	0	0	0	0	0	0	0	0	0	0	0	0
G31549	5	7	1	4	0	2	2	3	38	0	1	6	7
G31550	0	0	0	0	0	0	0	1	1	0	0	0	0
G31551	0	0	0	0	0	0	0	0	0	0	0	0	0
G31552	0	0	0	1	0	0	0	0	1	0	0	0	0
G31553	0	0	0	0	0	0	0	0	0	0	0	0	0
G31554	0	0	0	0	0	0	0	0	0	0	0	0	0
G31555	0	0	0	0	0	0	0	0	0	0	0	0	0
G31556	0	0	0	0	0	0	0	0	0	0	0	0	0
G31557	0	1	0	0	0	0	0	1	3	0	0	0	1
G31558	6	3	0	0	0	7	0	2	22	0	0	3	1
G31559	0	0	0	0	0	0	0	0	0	0	0	0	0
G31560	0	0	0	0	0	0	0	0	0	0	0	0	0
G31561	0	0	0	0	0	0	0	0	2	0	0	0	2
G31562	0	0	3	0	0	0	1	0	4	0	0	0	0
G31563	0	0	0	0	0	0	0	0	0	0	0	0	0
G31564	0	0	0	0	0	0	0	0	0	0	0	0	0
G31565	0	0	0	1	0	0	33	0	36	0	0	0	2
G31566	0	0	0	0	0	0	0	0	0	0	0	0	0
G31567	0	0	0	0	0	0	0	0	0	0	0	0	0
G31568	0	0	0	0	0	0	0	0	0	0	0	0	0
G31569	0	0	0	0	0	0	0	0	0	0	0	0	0
G31570	0	0	0	0	0	0	0	0	0	0	0	0	0
G31571	0	0	0	0	0	0	0	0	3	0	0	0	3
G31572	0	0	0	0	0	0	0	0	0	0	0	0	0
G31573	0	0	0	0	0	0	0	0	0	0	0	0	0
G31574	0	0	0	0	0	0	0	0	0	0	0	0	0
G31575	0	0	0	0	0	0	0	0	0	0	0	0	0
G31576	0	0	0	0	0	0	0	0	0	0	0	0	0
G31577	0	0	0	0	0	0	0	0	0	0	0	0	0
G31578	1	0	0	0	0	0	0	0	2	0	0	0	1
G31579	0	0	0	0	0	0	0	0	0	0	0	0	0
G31580	0	0	0	0	0	1	0	0	19	0	0	0	18
G31581	0	0	0	0	0	3	0	0	3	0	0	0	0
G31582	0	0	3	7	0	0	0	0	10	0	0	0	0
G31583	0	0	0	0	0	0	0	0	0	0	0	0	0
G31584	0	0	0	0	0	0	0	0	0	0	0	0	0
G31585	4	0	0	2	0	11	0	0	266	0	0	1	248
G31586	0	0	0	1	0	0	0	0	1	0	0	0	0
G31587	0	0	0	0	0	0	0	0	0	0	0	0	0
G31588	2	0	0	0	0	0	0	0	3	0	0	0	1
G31589	0	0	7	0	0	3	0	0	10	0	0	0	0
G31590	0	0	0	0	0	0	0	0	0	0	0	0	0
G31591	90	5	15	3	0	27	4	8	396	0	207	24	13
G31592	0	0	0	0	0	0	0	1	1	0	0	0	0
G31593	0	0	0	0	0	1	0	0	3	0	2	0	0
G31594	0	0	1	0	0	4	0	1	6	0	0	0	0
G31595	1	1	1	3	0	0	1	1	10	0	1	1	0
G31596	1	0	0	0	0	0	1	0	2	0	0	0	0
G31597	24	10	20	9	5	15	2	4	139	0	7	28	15
G31598	0	0	0	0	0	0	0	0	0	0	0	0	0
G31599	0	1	1	0	0	0	1	0	5	0	0	2	0
G31600	0	0	0	0	0	0	0	0	0	0	0	0	0
G31601	4	0	1	1	0	0	0	1	8	0	1	0	0
G31602	0	0	0	0	0	0	0	0	0	0	0	0	0
G31603	1	0	0	3	0	0	0	0	4	0	0	0	0
G31604	0	0	0	0	0	0	0	0	0	0	0	0	0
G31605	0	0	1	1	0	1	0	0	4	0	1	0	0
G31606	0	0	0	0	0	0	0	0	0	0	0	0	0
G31607	0	0	0	0	0	0	0	0	0	0	0	0	0
G31608	0	0	0	0	0	0	0	1	4	0	2	0	1
G31609	0	0	0	0	0	0	0	0	0	0	0	0	0
G31610	0	0	0	0	0	0	0	0	0	0	0	0	0
G31611	0	0	0	0	0	0	0	0	0	0	0	0	0
G31612	1	0	2	0	0	1	0	1	10	0	2	3	0
G31613	0	0	0	0	0	0	0	0	0	0	0	0	0
G31614	0	0	0	0	0	0	0	0	0	0	0	0	0
G31615	1	0	0	1	0	1	0	0	3	0	0	0	0
G31616	0	0	0	0	0	0	0	0	0	0	0	0	0
G31617	1	0	1	1	0	1	0	0	7	0	2	0	1
G31618	0	0	0	0	0	0	0	0	0	0	0	0	0
G31619	1	0	0	0	0	0	0	0	1	0	0	0	0
G31620	0	0	0	0	0	0	0	0	0	0	0	0	0
G31621	0	0	0	0	0	0	0	0	0	0	0	0	0
G31622	1	0	0	1	0	0	0	0	9	0	4	2	1
G31623	0	0	0	0	0	0	0	0	0	0	0	0	0
G31624	0	0	0	1	0	1	0	0	5	1	2	0	0
G31625	0	0	0	0	0	0	0	0	0	0	0	0	0
G31626	0	0	1	0	0	0	0	0	1	0	0	0	0
G31627	0	0	0	0	0	0	0	0	0	0	0	0	0
G31628	0	0	0	1	0	2	1	0	4	0	0	0	0
G31629	0	0	0	0	0	0	0	0	0	0	0	0	0
G31630	1	0	0	0	0	2	0	0	6	0	1	1	1
G31631	1	0	0	1	0	0	0	0	2	0	0	0	0
G31632	0	0	0	0	0	0	0	0	0	0	0	0	0
G31633	0	0	2	1	0	0	1	0	6	0	1	1	0
G31634	0	0	0	0	0	0	0	0	0	0	0	0	0
G31635	0	0	1	0	0	0	0	0	1	0	0	0	0
G31636	0	0	0	0	0	0	0	0	0	0	0	0	0
G31637	1	0	0	1	0	0	2	1	5	0	0	0	0
G31638	0	0	0	0	0	0	0	0	0	0	0	0	0
G31639	1	0	0	7	0	0	0	1	17	0	1	2	5
G31640	0	0	0	0	0	0	0	0	0	0	0	0	0
G31641	1	0	1	0	0	0	1	0	3	0	0	0	0
G31642	3	0	1	1	0	0	0	0	10	0	2	2	1
G31643	0	0	0	0	0	0	0	0	0	0	0	0	0
G31644	0	0	0	0	0	0	1	1	3	0	0	0	1
G31645	0	0	0	0	0	0	0	0	0	0	0	0	0
G31646	0	1	0	4	0	0	1	1	8	0	1	0	0
G31647	0	0	0	0	0	0	0	0	0	0	0	0	0
G31648	3	0	0	1	0	1	0	0	7	0	0	1	1
G31649	0	0	0	0	0	0	0	0	0	0	0	0	0
G31650	0	0	0	0	0	0	1	0	1	0	0	0	0
G31651	0	0	0	1	0	1	2	1	5	0	0	0	0
G31652	0	0	0	0	0	0	0	0	0	0	0	0	0
G31653	1	0	0	0	0	0	0	0	5	0	0	4	0
G31654	0	0	0	0	0	0	0	0	0	0	0	0	0
G31655	0	0	0	0	0	0	0	0	2	0	0	1	1
G31656	0	0	0	0	0	0	0	0	0	0	0	0	0
G31657	0	0	0	0	0	0	0	0	0	0	0	0	0
G31658	0	0	0	2	0	1	2	0	6	0	1	0	0
G31659	0	0	0	0	0	0	0	0	0	0	0	0	0
G31660	3	0	0	0	0	0	0	0	4	0	0	1	0
G31661	0	0	0	0	0	0	0	0	0	0	0	0	0
G31662	0	0	0	0	0	0	0	0	0	0	0	0	0
G31663	0	0	0	0	0	0	0	0	0	0	0	0	0
G31664	10	0	5	0	0	0	0	0	18	0	0	3	0
G31665	16	2	16	2	0	7	0	4	61	0	0	11	3
G31666	0	0	0	0	0	0	0	0	1	0	1	0	0
G31667	2	1	2	0	0	3	2	0	20	0	3	4	3
G31668	9	5	0	0	0	6	2	4	37	0	0	9	2
G31669	8	3	36	5	0	1	1	3	63	0	1	4	1
G31670	0	0	0	0	0	0	0	0	0	0	0	0	0
G31671	4	0	2	2	0	0	0	0	12	0	2	1	1
G31672	3	3	3	6	0	5	3	7	37	0	5	1	1
G31673	0	0	0	0	0	0	0	0	0	0	0	0	0
G31674	3	1	3	4	0	10	2	3	35	0	8	1	0
G31675	0	2	0	0	0	2	0	0	4	0	0	0	0
G31676	0	0	0	0	0	1	0	0	1	0	0	0	0
G31677	5	3	3	5	0	5	1	5	32	0	4	0	1
G31678	0	0	0	0	0	0	0	0	0	0	0	0	0
G31679	0	0	1	0	0	0	0	0	1	0	0	0	0
G31680	0	0	0	0	0	0	0	0	0	0	0	0	0
G31681	0	0	0	0	0	0	1	0	1	0	0	0	0
G31682	0	0	0	0	0	0	0	0	0	0	0	0	0
G31683	10	0	12	2	0	0	0	1	29	0	2	2	0
G31684	0	0	0	0	0	0	0	1	2	0	1	0	0
G31685	0	0	0	0	0	0	0	0	6	0	0	0	6
G31686	0	0	0	0	0	0	0	0	0	0	0	0	0
G31687	0	0	0	0	0	1	0	0	2	0	0	0	1
G31688	0	0	0	0	0	1	0	0	2	0	0	1	0
G31689	1	0	2	11	0	0	0	0	21	0	0	0	7
G31690	0	0	0	0	0	0	0	0	0	0	0	0	0
G31691	0	0	0	0	0	0	0	0	0	0	0	0	0
G31692	0	0	0	0	0	0	0	0	0	0	0	0	0
G31693	3	0	0	1	0	0	0	0	4	0	0	0	0
G31694	0	0	0	0	0	1	0	0	3	0	0	0	2
G31695	0	0	0	0	0	0	0	0	0	0	0	0	0
G31696	0	0	0	0	0	1	0	0	1	0	0	0	0
G31697	0	0	0	0	0	0	0	0	0	0	0	0	0
G31698	0	0	0	0	0	0	0	0	0	0	0	0	0
G31699	0	0	0	0	0	1	0	0	1	0	0	0	0
G31700	0	0	0	0	0	0	0	0	0	0	0	0	0
G31701	1	0	0	0	0	0	0	0	1	0	0	0	0
G31702	0	0	0	0	0	0	0	0	0	0	0	0	0
G31703	2	0	0	0	0	1	0	0	4	0	0	0	1
G31704	0	0	0	0	0	0	0	0	0	0	0	0	0
G31705	0	0	0	0	0	1	0	1	3	0	0	0	1
G31706	0	0	0	0	0	0	0	0	0	0	0	0	0
G31707	1	0	0	0	1	4	0	0	6	0	0	0	0
G31708	0	0	0	0	0	0	0	0	0	0	0	0	0
G31709	0	0	0	0	0	0	0	0	1	0	0	0	1
G31710	0	0	0	0	0	0	0	0	0	0	0	0	0
G31711	0	0	0	1	0	0	0	0	1	0	0	0	0
G31712	0	0	0	0	0	0	0	0	0	0	0	0	0
G31713	0	0	0	0	0	0	0	1	1	0	0	0	0
G31714	0	0	0	0	0	0	0	0	0	0	0	0	0
G31715	0	0	0	0	0	0	0	0	0	0	0	0	0
G31716	0	0	0	0	0	0	0	0	1	0	0	0	1
G31717	0	0	0	0	0	0	0	0	0	0	0	0	0
G31718	0	0	0	0	0	0	0	0	0	0	0	0	0
G31719	0	0	0	0	0	0	0	0	0	0	0	0	0
G31720	0	0	0	0	0	0	0	0	0	0	0	0	0
G31721	0	0	0	0	0	0	0	0	0	0	0	0	0
G31722	0	0	0	0	0	0	0	0	0	0	0	0	0
G31723	0	0	0	0	0	1	3	0	7	0	0	1	2
G31724	0	0	0	0	0	0	0	0	0	0	0	0	0
G31725	0	0	0	0	0	0	0	0	0	0	0	0	0
G31726	1	0	0	0	0	0	0	0	3	0	0	0	2
G31727	0	0	0	0	0	0	0	0	0	0	0	0	0
G31728	0	0	0	0	0	0	0	0	2	0	0	0	2
G31729	1	1	0	1	0	2	5	0	11	0	1	0	0
G31730	0	0	0	0	0	0	0	0	0	0	0	0	0
G31731	0	0	0	0	0	0	0	0	0	0	0	0	0
G31732	0	0	0	0	0	0	0	0	0	0	0	0	0
G31733	0	0	0	0	0	0	0	0	0	0	0	0	0
G31734	0	0	0	0	0	0	0	0	0	0	0	0	0
G31735	0	0	1	0	0	0	1	0	2	0	0	0	0
G31736	1	0	0	0	0	0	2	0	5	0	0	0	2
G31737	0	0	0	2	0	4	0	1	8	0	0	1	0
G31738	12	11	11	2	0	6	13	15	113	0	2	19	22
G31739	0	0	0	0	0	0	0	0	0	0	0	0	0
G31740	0	0	0	0	0	0	0	0	0	0	0	0	0
G31741	0	0	0	0	0	0	0	0	0	0	0	0	0
G31742	17	12	64	31	2	20	8	18	242	1	7	23	39
G31743	0	0	0	1	0	0	1	2	18	0	14	0	0
G31744	0	1	1	0	0	2	1	1	7	0	0	1	0
G31745	0	0	0	0	0	0	0	0	0	0	0	0	0
G31746	0	0	0	0	0	0	0	0	6	0	6	0	0
G31747	1	5	0	0	0	0	0	1	9	0	1	1	0
G31748	1	0	0	0	0	4	5	0	17	0	0	3	4
G31749	0	0	0	0	0	0	0	0	0	0	0	0	0
G31750	0	0	1	0	0	0	14	0	17	0	0	0	2
G31751	0	0	0	0	0	0	0	0	0	0	0	0	0
G31752	0	0	0	1	0	0	0	0	1	0	0	0	0
G31753	0	0	0	0	0	0	0	0	0	0	0	0	0
G31754	0	0	0	0	0	0	0	0	1	0	0	0	1
G31755	0	0	0	0	0	0	0	0	1	0	0	0	1
G31756	0	0	0	0	0	0	0	0	0	0	0	0	0
G31757	0	0	0	0	0	0	0	0	0	0	0	0	0
G31758	0	0	0	0	0	1	0	0	4	0	0	0	3
G31759	0	0	0	0	0	0	0	0	0	0	0	0	0
G31760	37	9	113	59	5	18	3	18	377	0	2	53	60
G31761	0	0	0	2	0	0	0	0	5	0	3	0	0
G31762	0	1	0	0	0	0	0	0	1	0	0	0	0
G31763	0	0	0	0	0	0	0	0	0	0	0	0	0
G31764	0	0	0	0	0	0	0	0	0	0	0	0	0
G31765	0	0	0	1	0	0	0	0	1	0	0	0	0
G31766	0	0	0	1	0	0	0	0	2	0	1	0	0
G31767	0	0	0	0	0	0	0	0	0	0	0	0	0
G31768	0	0	2	3	0	0	0	0	5	0	0	0	0
G31769	0	0	0	0	0	0	0	0	2	0	2	0	0
G31770	0	0	0	0	0	0	0	0	0	0	0	0	0
G31771	0	0	0	0	0	0	0	0	0	0	0	0	0
G31772	0	0	0	0	0	0	0	0	0	0	0	0	0
G31773	0	0	0	0	0	0	0	0	0	0	0	0	0
G31774	0	0	0	0	0	0	0	0	0	0	0	0	0
G31775	2	0	9	2	1	2	1	0	23	0	0	1	5
G31776	0	0	0	0	0	0	0	0	0	0	0	0	0
G31777	1	0	6	1	0	4	0	0	16	1	0	2	1
G31778	0	0	0	0	0	0	0	0	0	0	0	0	0
G31779	0	0	0	0	0	0	0	0	0	0	0	0	0
G31780	0	0	0	0	0	0	0	0	0	0	0	0	0
G31781	9	2	17	6	0	2	1	0	48	0	0	0	11
G31782	0	0	0	0	0	0	0	0	0	0	0	0	0
G31783	0	0	0	0	0	0	0	0	0	0	0	0	0
G31784	0	0	0	0	0	0	0	0	0	0	0	0	0
G31785	1	0	0	0	0	0	1	0	3	0	0	0	1
G31786	0	0	0	0	0	0	0	0	0	0	0	0	0
G31787	0	0	0	0	0	1	0	0	3	0	0	0	2
G31788	0	0	0	0	0	0	0	0	1	0	0	1	0
G31789	0	0	0	0	0	0	0	0	0	0	0	0	0
G31790	0	0	0	0	0	0	0	0	0	0	0	0	0
G31791	0	0	0	0	0	0	0	0	0	0	0	0	0
G31792	0	0	0	0	0	0	0	0	4	0	0	0	4
G31793	0	0	0	0	0	0	0	0	1	0	0	0	1
G31794	0	0	0	0	0	0	0	0	0	0	0	0	0
G31795	0	0	0	0	0	0	0	1	1	0	0	0	0
G31796	0	0	0	0	0	0	0	0	0	0	0	0	0
G31797	5	0	1	0	0	0	0	0	7	0	0	1	0
G31798	0	0	0	0	0	0	0	0	0	0	0	0	0
G31799	1	0	2	0	0	0	0	0	5	0	0	1	1
G31800	0	0	0	0	0	0	0	0	0	0	0	0	0
G31801	0	1	0	0	0	0	0	0	3	0	2	0	0
G31802	0	2	0	0	0	1	0	0	3	0	0	0	0
G31803	0	0	0	0	0	0	0	0	42	0	0	0	42
G31804	0	0	0	0	0	0	0	0	1	0	0	0	1
G31805	0	0	1	0	0	1	0	0	3	0	1	0	0
G31806	0	0	0	0	0	0	0	0	1	0	0	0	1
G31807	0	0	0	0	0	0	0	0	0	0	0	0	0
G31808	0	0	0	0	0	0	0	0	0	0	0	0	0
G31809	1	0	1	1	0	2	1	0	10	0	3	1	0
G31810	0	0	0	0	0	0	0	0	0	0	0	0	0
G31811	0	0	0	2	0	0	0	0	3	0	0	1	0
G31812	0	0	0	0	0	0	0	0	0	0	0	0	0
G31813	2	0	0	0	0	0	1	0	4	0	1	0	0
G31814	0	0	0	0	0	0	0	0	0	0	0	0	0
G31815	1	0	0	1	0	0	2	1	5	0	0	0	0
G31816	0	0	0	0	0	0	0	0	0	0	0	0	0
G31817	3	0	1	0	0	1	1	0	12	0	3	3	0
G31818	0	0	0	0	0	0	0	0	0	0	0	0	0
G31819	0	0	0	0	0	0	0	0	0	0	0	0	0
G31820	0	0	1	1	0	0	0	0	3	0	1	0	0
G31821	0	0	0	0	0	0	0	0	0	0	0	0	0
G31822	0	0	0	0	0	0	0	0	0	0	0	0	0
G31823	0	0	0	0	0	0	0	0	0	0	0	0	0
G31824	0	0	2	0	0	1	0	0	4	0	0	0	1
G31825	0	0	0	0	0	0	0	0	0	0	0	0	0
G31826	0	0	0	0	0	1	0	0	3	0	1	1	0
G31827	0	0	0	0	0	0	0	0	0	0	0	0	0
G31828	3	0	1	0	0	1	0	0	12	0	1	2	4
G31829	0	0	0	0	0	0	0	0	0	0	0	0	0
G31830	0	0	0	1	0	0	0	0	1	0	0	0	0
G31831	0	0	0	0	0	0	0	0	0	0	0	0	0
G31832	3	0	0	0	0	1	0	0	7	0	1	2	0
G31833	0	0	0	0	0	0	0	0	0	0	0	0	0
G31834	0	1	0	0	0	0	1	0	4	0	1	0	1
G31835	0	0	0	0	0	0	0	0	0	0	0	0	0
G31836	2	0	0	3	0	1	0	0	9	0	1	0	2
G31837	0	0	0	0	0	0	0	0	0	0	0	0	0
G31838	0	0	0	1	0	0	0	0	2	0	0	1	0
G31839	0	0	0	0	0	0	0	0	0	0	0	0	0
G31840	1	0	0	0	0	0	2	0	3	0	0	0	0
G31841	0	0	0	0	0	0	0	0	0	0	0	0	0
G31842	0	0	0	0	0	0	1	0	1	0	0	0	0
G31843	0	0	0	0	0	0	0	0	0	0	0	0	0
G31844	1	0	0	2	0	0	1	0	8	0	3	0	1
G31845	0	0	0	0	0	0	0	0	0	0	0	0	0
G31846	1	0	0	0	0	0	0	0	3	0	0	2	0
G31847	0	0	0	0	0	0	0	0	0	0	0	0	0
G31848	1	0	2	0	0	0	0	0	7	0	2	2	0
G31849	0	0	0	0	0	0	0	0	0	0	0	0	0
G31850	0	0	0	1	0	1	0	0	4	0	1	1	0
G31851	0	0	0	0	0	0	0	0	0	0	0	0	0
G31852	1	0	0	0	0	0	0	0	5	0	2	1	1
G31853	0	0	0	0	0	0	0	0	0	0	0	0	0
G31854	0	0	0	3	0	0	0	0	5	0	0	2	0
G31855	0	0	0	0	0	0	0	0	0	0	0	0	0
G31856	1	0	0	0	0	0	0	0	4	0	1	2	0
G31857	0	0	0	0	0	0	0	0	0	0	0	0	0
G31858	0	0	0	0	0	2	1	0	3	0	0	0	0
G31859	0	0	0	0	0	0	0	0	0	0	0	0	0
G31860	0	0	0	0	0	0	0	0	0	0	0	0	0
G31861	0	0	0	0	0	0	0	0	0	0	0	0	0
G31862	1	0	1	1	0	0	0	0	3	0	0	0	0
G31863	0	0	0	0	0	0	0	0	0	0	0	0	0
G31864	0	0	0	0	0	0	0	0	0	0	0	0	0
G31865	2	0	0	0	0	0	0	0	3	0	1	0	0
